disclosure_report_url,title,program,target,researcher,priority,disclosed_at
/disclosures/355394be-4ac3-489b-9cc0-3def3bb3b06c/publicly-editable-google-slides-linked-from-nasa-gov-enables-unauthorized-content-modification-content-integrity-brand-abuse-risk,Publicly editable Google Slides linked from nasa.gov enables unauthorized content modification (content integrity & brand abuse risk,,https://nasa.gov,,4,9 Oct 2025
/disclosures/33889902-f5bd-4346-93c0-d66c82a74506/internal-ip-disclosure-via-public-dns-record-blue-guest-hq-nasa-gov,internal IP Disclosure via Public DNS Record (blue.guest.hq.nasa.gov),,https://nasa.gov,,5,2 Oct 2025
/disclosures/d8a3e79c-370a-4af6-b0c0-f8b6e764ad5d/sensitive-nasa-jira-employee-data-exposure-via-public-jsfiddle,Sensitive NASA Jira & Employee Data Exposure via Public JSFiddle,,https://nasa.gov,,4,25 Sep 2025
/disclosures/7d10efbc-a774-4b42-9f7d-cb76dfc19127/public-exposure-of-pii-of-nasa-meeting-registrations,Public Exposure of PII of NASA Meeting Registrations,,https://nasa.gov,,4,25 Sep 2025
/disclosures/f2ad9f61-680d-40de-a6e5-b21edaa641d1/reflected-xss-on-pasvpn1-jpl-nasa-gov-globalprotect-portal,Reflected XSS on pasvpn1.jpl.nasa.gov GlobalProtect Portal,,https://nasa.gov,,3,25 Sep 2025
/disclosures/b6c30660-d2e9-4952-95ec-38a433a07080/weblogic-ssrf_cve-2014-4210-auctionbidding-fcc-gov-auctiondemo-fcc-gov-xss,WebLogic-SSRF_CVE-2014-4210  [auctionbidding.fcc.gov &auctiondemo.fcc.gov] & XSS,,https://auctionbidding.fcc.gov,,3,19 Sep 2025
/disclosures/8b1d841b-69dc-4873-b45b-635878834753/external-service-interaction-dns,External Service Interaction [DNS],,,,5,19 Sep 2025
/disclosures/2fedba8f-00e8-49c4-84a4-1665232ee227/members-can-enumerate-and-delete-organization-invites,Members can enumerate and delete organization invites,,https://us.posthog.com/,,4,18 Sep 2025
/disclosures/c3213329-654e-4b51-93ff-086c70215610/leaked-valid-credentials-for-the-edrn-focus-biomarker-database-bmdb,Leaked Valid Credentials for The EDRN Focus Biomarker Database (BMDB),,https://nasa.gov,,1,18 Sep 2025
/disclosures/2424c906-2829-4bd8-8422-8f9063fb85a9/session-hijacking-aws-credential-exposure,Session Hijacking & AWS Credential Exposure,,https://nasa.gov,,3,17 Sep 2025
/disclosures/8e884287-70be-4212-b2ce-a239a0ab29f6/directory-listing-vulnerability,Directory Listing Vulnerability,,,,5,16 Sep 2025
/disclosures/419212b1-0074-4b1a-adfc-97de6dfbc711/reflected-cross-site-scripting-xss-on-www-nasa-gov-search-search-jsp,Reflected Cross-Site Scripting (XSS) on www.nasa.gov/search/search.jsp,,https://nasa.gov,,5,10 Sep 2025
/disclosures/15a0eb58-7384-4151-b02f-880ea1bfa124/details-of-the-collaboration-between-nasa-and-inmarsat-government-and-the-type-of-contract,Details of the collaboration between NASA and Inmarsat Government and the type of contract,,https://nasa.gov,,3,10 Sep 2025
/disclosures/da3f8c82-a45a-404f-bb0d-2fa56de24b7a/cross-site-scripting,cross site scripting,,,,5,10 Sep 2025
/disclosures/d69f5c9e-d5e4-40bb-94f8-bc6cd1d14bcf/open-redirect-vulnerability-occurring-at-https-keycloak-shared-services-staging-appdat-jsc-nasa-gov,open redirect vulnerability occurring at https://keycloak.shared-services.staging.appdat.jsc.nasa.gov/,,https://nasa.gov,,4,10 Sep 2025
/disclosures/4ca8ddf6-e875-4b76-93cf-559444c3811a/publicly-editable-google-docs-linked-from-nasa-snowex-ppt,Publicly Editable Google Docs Linked from NASA SnowEx PPT,,https://nasa.gov,,3,9 Sep 2025
/disclosures/0c52ff12-28ba-4257-95d6-eae2ba2ec97d/sensitive-information-disclosure,Sensitive Information Disclosure,,https://nasa.gov,,5,9 Sep 2025
/disclosures/55e8434e-8e58-40db-b6c0-e7234f0f99b6/csrf-vulnerability-in-account-management-features-allowing-attacker-to-make-victim-s-accounts-inaccessible,CSRF Vulnerability in Account Management Features Allowing Attacker to Make Victim;s Accounts Inaccessible,,,,3,3 Sep 2025
/disclosures/eda03359-a256-432f-bd4b-4e1c76a698c7/nasa-terminal-facility-guidelines-for-unauthorized-disclosure-of-personal-information-pii,NASA Terminal Facility Guidelines for Unauthorized Disclosure of Personal Information (PII),,https://nasa.gov,,5,3 Sep 2025
/disclosures/fd145253-53d2-4517-b720-5c86c9f10237/public-exposure-of-personally-identifiable-information-pii-and-internal-communication-details-in-nasa-s-2023-foia-log,Public Exposure of Personally Identifiable Information (PII) and Internal Communication Details in NASA's 2023 FOIA Log,,https://nasa.gov,,3,2 Sep 2025
/disclosures/fd5b1c75-54a1-4db9-8618-a4e26c6b8147/base-tag-hijacking-via-host-header-injection, Base Tag Hijacking via Host Header Injection,,https://nasa.gov,,5,2 Sep 2025
/disclosures/10c9e65d-1012-4c5e-83a1-251a9f20a1e8/public-access-to-nasa-google-drive,Public Access to NASA Google Drive,,https://nasa.gov,,3,28 Aug 2025
/disclosures/9781748f-8ea0-466e-a0a7-23e541ea1910/authentication-bypass-public-access-to-protected-directory,Authentication Bypass - Public access to protected directory,,https://nasa.gov,,3,28 Aug 2025
/disclosures/1418142b-8b82-4ad6-9c9d-ce9ff1baf3ea/privilege-escalation-vulnerability-other-users-of-the-board-can-run-local-automation-buttons-for-owner-which-is-not-visible-to-them,"Privilege Escalation Vulnerability: Other Users of the Board can run Local Automation Buttons for Owner, Which is not visible to them.",,Butler for Trello,,4,25 Aug 2025
/disclosures/9f625aae-cc37-4b06-9552-d049c2a5c1b9/privilege-escalation-vulnerability-a-non-workspace-member-can-self-join-other-users-trello-workspace-through-slack-integration-even-when-self-join-is-diabled-by-owner,Privilege Escalation Vulnerability: A Non-Workspace Member Can Self-Join other users Trello Workspace through Slack Integration even when Self-Join is diabled by Owner,,trello.com,,3,25 Aug 2025
/disclosures/a758477f-93ae-4fd7-a5e4-d73969e5b2b6/publicly-accessible-env-file-exposing-hardcoded-credentials-on-nasa-s-git-repository, Publicly Accessible .env File Exposing Hardcoded Credentials on NASA’s Git Repository,,https://nasa.gov,,3,20 Aug 2025
/disclosures/0bfcbdb2-1faf-4714-97cf-597d17d58ca2/leak-of-usernames-from-a-private-website,Leak of usernames from a private website,,,,3,20 Aug 2025
/disclosures/b5a6374e-3af1-4643-a252-8adc3e2f8d6f/unauthorized-disclosure-of-pii-via-internal-nasa-doc-vulnerability,Unauthorized Disclosure of PII via Internal NASA Doc  Vulnerability,,https://nasa.gov,,3,15 Aug 2025
/disclosures/ab1664d1-c836-4963-8dd3-f1e81925a5d0/sensitive-personal-data-exposure-on-nasa-subdomain,Sensitive Personal Data Exposure on NASA Subdomain,,https://nasa.gov,,5,13 Aug 2025
/disclosures/c1753cc6-7193-4792-b99a-9e4a3ee6d0a4/public-exposure-of-sensitive-information-of-highly-privileged-users-in-the-developers-json-file,Public exposure of sensitive information of highly privileged users in the developers.json file,,,,3,13 Aug 2025
/disclosures/74cab142-8966-4428-9780-94fca9467e7f/unauthenticated-user-enumeration-via-ckan-api-api-3-action-user_list,Unauthenticated User Enumeration via CKAN API (/api/3/action/user_list),,https://nasa.gov,,3,13 Aug 2025
/disclosures/ffbc1495-a8a5-475f-9ed8-886b225cd222/unauthenticated-metadata-disclosure-of-protected-nasa-flight-reports-and-mission-schedules-via-ajax-activity,Unauthenticated metadata disclosure of protected NASA flight reports and mission schedules via /ajax/activity,,https://nasa.gov,,5,12 Aug 2025
/disclosures/411165dd-8c0a-4ae7-b731-6f685d862e9d/critical-identity-and-communication-data-exposed-in-unprotected-nasa-hangar-demolition-doc-vulnerability,Critical Identity and Communication Data Exposed in Unprotected NASA Hangar Demolition Doc Vulnerability,,https://nasa.gov,,3,8 Aug 2025
/disclosures/73ce2fb6-25c8-40f8-b3fa-e553427d63fb/user-information-disclosure-via-exposed-api-endpoint,User Information Disclosure via Exposed API Endpoint,,https://nasa.gov,,3,7 Aug 2025
/disclosures/26e60aee-7c0d-4205-a531-9ef8742024ec/authentication-bypass-exposure-of-pii-reflected-xss,Authentication Bypass + exposure of PII + reflected XSS,,https://nasa.gov,,1,7 Aug 2025
/disclosures/dbe3af77-dcb2-4642-ba2b-6419ac13b3d9/public-exposure-of-internal-system-metrics,Public Exposure of Internal System Metrics,,https://nasa.gov,,5,6 Aug 2025
/disclosures/07312c68-cca6-42f1-97db-3c70596d7976/no-rate-limiting-on-password-reset-email-requests,No Rate Limiting on Password Reset Email Requests,,Genius.com,,4,5 Aug 2025
/disclosures/d5f4aa80-77da-49bb-a259-afe23b6bfa0a/authentication-bypass-in-the-rest-api-via-xss-on-safari-and-chrome-ios-iphone-only,Authentication Bypass in the Rest API via XSS on Safari and Chrome (iOS/iPhone only),,Confluence Data Center,,2,4 Aug 2025
/disclosures/fb8dc541-197c-4d8b-8b8d-ca0c72401763/anonymous-ftp-access-exposes-internal-nasa-data-mission-archives, Anonymous FTP Access Exposes Internal NASA Data & Mission Archives,,https://nasa.gov,,5,1 Aug 2025
/disclosures/f141d388-7bc0-449b-af8d-8fdc5c037f2a/cross-site-scripting,Cross Site Scripting,,https://nasa.gov,,5,1 Aug 2025
/disclosures/d558afe6-a15a-4317-b660-530a2b177d43/self-reflected-xss-on-target-nasa-gov-via-unescaped-user-input-in-field,Self Reflected XSS on target.nasa.gov via unescaped user input in field,,https://nasa.gov,,5,1 Aug 2025
/disclosures/50477b98-ac5e-4851-b608-29a701b47e8d/self-cross-site-scripting,self cross site scripting ,,https://nasa.gov,,5,1 Aug 2025
/disclosures/5dab029f-de3c-4f6b-b13e-1a657592c287/broken-captcha-protection-allows-mass-spam-submission-on-nasa-oig-far-disclosure-form,Broken CAPTCHA Protection Allows Mass Spam Submission on NASA OIG FAR Disclosure Form,,https://nasa.gov,,4,1 Aug 2025
/disclosures/fe712f13-87e1-4a53-87bb-bdf360f1f962/graphql-api-exposes-all-groups-and-goups-users-leaking-internal-stucture-full-names-and-emails,"Graphql API exposes all groups and goups users leaking internal stucture, full names and emails",,https://nasa.gov,,2,1 Aug 2025
/disclosures/69984e34-6dc4-472e-9bc1-d4c69bf16175/idor-allows-disclosing-emails-first-name-last-name-of-openaltimetry-users,"IDOR allows disclosing emails, first name, last name of openaltimetry users",,https://nasa.gov,,3,1 Aug 2025
/disclosures/c6f29ef2-5930-4100-83f4-ea5f66546169/vulnerable-jquery-library-v1-8-2-outdated-components-leading-to-multiple-vulnerabilities,Vulnerable jQuery Library (v1.8.2) - Outdated Components Leading to Multiple Vulnerabilities,,https://scijinks.gov/,,5,31 Jul 2025
/disclosures/62e5d04c-e86d-48af-82d2-e2cd055a07ce/version-disclosure-and-outdated-jquery-vulnerability-report,Version Disclosure and Outdated jQuery Vulnerability Report,,https://scijinks.gov/,,5,31 Jul 2025
/disclosures/079f5906-a1a6-4f10-9492-d9d09f93b84b/open-redirect-via-encoded-path-traversal-on-monitoring-dev-aa2-appdat-jsc-nasa-gov,"Open Redirect via Encoded Path Traversal on ""monitoring.dev.aa2.appdat.jsc.nasa.gov""",,https://nasa.gov,,4,31 Jul 2025
/disclosures/e17a8545-678b-48dd-bcf4-2355e9a4e125/grafana-instance-is-vulnerable-to-cve-2025-4123-open-redirect,Grafana instance is vulnerable to CVE-2025-4123 (Open Redirect),,https://nasa.gov,,4,31 Jul 2025
/disclosures/14503cd2-a382-43ad-887a-75463f4c2a4e/sensitive-data-exposure-restricted-nasa-thruster-document-publicly-accessible,Sensitive Data Exposure – Restricted NASA Thruster Document Publicly Accessible,,https://nasa.gov,,5,29 Jul 2025
/disclosures/87dd87c2-db41-4135-966b-2d4139ff2601/html-injection-allows-to-redirect-user,HTML Injection allows to redirect user,,https://nasa.gov,,4,29 Jul 2025
/disclosures/e79ae018-03b2-491e-8b59-e8953f18fbc2/account-takeover-via-password-reset-token-and-insecure-email-change-handling,Account Takeover via Password Reset Token and Insecure Email Change Handling,,https://globe.gov/,,5,24 Jul 2025
/disclosures/ff30c35b-5dd9-43ff-a2b6-51f2dbd663ad/application-wide-csrf-in-https-openaltimetry-earthdatacloud-nasa-gov,application wide CSRF in https://openaltimetry.earthdatacloud.nasa.gov,,https://nasa.gov,,3,24 Jul 2025
/disclosures/9052f2f5-5926-4896-b129-1c890c0beb93/public-disclosure-of-personally-identifiable-information-pii-via-open-nasa-dataset,Public Disclosure of Personally Identifiable Information (PII) via Open NASA Dataset,,https://nasa.gov,,4,24 Jul 2025
/disclosures/f1e699ac-b15f-404e-a825-b83c75a31a7e/reflected-cross-site-scripting-xss-on-oceandata-sci-gsfc-nasa-gov,Reflected Cross-Site Scripting (XSS) on oceandata.sci.gsfc.nasa.gov,,https://nasa.gov,,5,22 Jul 2025
/disclosures/3efaa342-9f03-4758-9bd1-852dca4b444d/remotely-exploitable-leak,Remotely exploitable leak,,ExpressVPN Windows Application,,1,18 Jul 2025
/disclosures/7e4f036b-c115-4ca3-9090-96947eaaf61f/cve-2025-4388-reflected-xss-in-marketplace-app-manager-web,CVE-2025-4388 Reflected XSS in marketplace-app-manager-web.,,https://nasa.gov,,3,17 Jul 2025
/disclosures/b5a435ec-c13c-4208-81f7-64431b1b7a4e/http-verb-tampering-leads-to-authorization-bypass-on-archive-exist-team-directory,HTTP Verb Tampering Leads to Authorization Bypass on /archive/exist/team/ Directory,,https://nasa.gov,,2,17 Jul 2025
/disclosures/8ceda9d9-7f87-4621-84f8-76b9262bbd96/bypass-of-wildcard-allowlist-which-leads-to-full-ssrf,Bypass of Wildcard Allowlist which leads to Full SSRF,,Jira Software Data Center,,4,14 Jul 2025
/disclosures/c53f2021-a8e7-4aca-81e7-0cf7730912ae/reflected-xss-on-oceandata-sci-gsfc-nasa-gov,Reflected XSS on oceandata.sci.gsfc.nasa.gov,,https://nasa.gov,,5,11 Jul 2025
/disclosures/d80bd44f-5581-48f1-971e-8080675d124f/information-disclosure-via-publicly-accessible-aem-dam-asset-metadata-and-internal-email-disclosure,Information Disclosure via Publicly Accessible AEM DAM Asset Metadata and internal email disclosure,,,,4,10 Jul 2025
/disclosures/c8bfc43d-125f-445e-99ea-77fe5f21a2ce/unauthenticated-api-access-allows-captcha-bypass-and-mass-spam-submissions-on-nasa-oig-form,Unauthenticated API Access Allows CAPTCHA Bypass and Mass Spam Submissions on NASA OIG Form,,https://nasa.gov,,4,10 Jul 2025
/disclosures/f29f5fac-a432-4785-a4f0-b733bf880264/html-injection,HTML Injection,,https://nasa.gov,,5,9 Jul 2025
/disclosures/e2252c15-952e-4022-9442-42c5259d9bd5/sensitive-data-exposure,Sensitive data exposure,,https://nasa.gov,,5,8 Jul 2025
/disclosures/dbf835d3-2010-4ad9-ad37-9524d0698133/confidental-information-of-nasa-found,Confidental Information of NASA found ,,https://nasa.gov,,5,30 Jun 2025
/disclosures/1071f712-102f-44f9-ab0f-944c25575cdf/information-disclosure-nais-center-super-user-list,Information Disclosure - NAIS Center Super User List,,https://nasa.gov,,5,27 Jun 2025
/disclosures/d59dc3ee-6c92-46b7-9b0f-7e9f1566148c/open-redirection-vulnerabilities-on-https-csdap-earthdata-nasa-gov,Open Redirection Vulnerabilities on https://csdap.earthdata.nasa.gov,,https://nasa.gov,,4,25 Jun 2025
/disclosures/cbe0edab-82a9-46ae-9ed3-f3a0b30d1cca/unauthenticated-user-creation-in-aws-cognito-user-pool,Unauthenticated user creation in AWS Cognito user Pool,,https://nasa.gov,,3,25 Jun 2025
/disclosures/8ad32ee1-85a6-4810-9a1a-33be69c5a921/open-redirect-on-https-fiori-vrl-com-au, Open Redirect on https://fiori.vrl.com.au,,*.vrl.com.au,,4,20 Jun 2025
/disclosures/f1353bb9-f154-4a7e-b2af-9d4c3e167070/open-redirect-on-https-www-sac-vrl-com-au,Open Redirect on https://www.sac.vrl.com.au,,*.vrl.com.au,,4,20 Jun 2025
/disclosures/201242af-c6b5-47b2-9dfb-3514437dd372/sensitive-nasa-equipment-inventory-disclosed-via-public-endpoint-on-www3-nasa-gov,Sensitive NASA Equipment Inventory Disclosed via Public Endpoint on www3.nasa.gov,,https://nasa.gov,,5,16 Jun 2025
/disclosures/ed7b7d63-bec4-426f-8ea0-5222cf22be40/nasa-user-owned-pdf-publicly-exposed-with-full-edit-rights-risk-of-deletion-and-pii-disclosure,NASA-User Owned PDF Publicly Exposed with Full Edit Rights — Risk of Deletion and PII Disclosure,,https://nasa.gov,,3,16 Jun 2025
/disclosures/2534d5fe-6a7e-48bb-9117-ce357cfa0c9f/rxss-at-https-skyview-gsfc-nasa-gov-current-cgi-vo-sia-pl,RXSS at `https://skyview.gsfc.nasa.gov/current/cgi/vo/sia.pl`,,,,3,16 Jun 2025
/disclosures/655092e1-8200-4089-a42f-3803edfdeadd/reflected-xss-via-url-path-in-archive-endpoint,Reflected XSS via URL Path in /archive/ Endpoint,,https://nasa.gov,,3,5 Jun 2025
/disclosures/e4c2e5e0-b90e-4d60-ae82-bc6c3d88b34e/exposed-nasa-jpl-credentials-and-emails-via-public-pastebin-leak,Exposed NASA/JPL Credentials and Emails via Public Pastebin Leak,,https://nasa.gov,,3,5 Jun 2025
/disclosures/0dbae91c-408b-4afe-94a2-312e1aab695b/confidential-data-exposure-adras-j-mission-and-export-license-information,Confidential Data Exposure - ADRAS-J Mission and Export License Information,,https://nasa.gov,,3,4 Jun 2025
/disclosures/dbe1cf68-ff67-417d-966c-d0482739e420/sensitive-data-exposure,Sensitive data exposure,,https://nasa.gov,,3,30 May 2025
/disclosures/d41b7436-afb2-436e-8653-5d9d24347381/rxss-on-https-www1-2-pz-sewp-nasa-gov,RXSS On https://www1-2-pz.sewp.nasa.gov/,,https://nasa.gov,,5,30 May 2025
/disclosures/f63ee5a6-bcd4-45a2-83ee-b66d5f42dc9b/apollo-13-onboard-voice-transcription-for-potential-data-exposure,Apollo 13 Onboard Voice Transcription for Potential Data Exposure,,https://nasa.gov,,5,30 May 2025
/disclosures/b3138422-f649-4b97-9b2e-7fa572cb0b84/high-exposed-debug-log-file-at-nasa-wordpress-subdomain-reveals-sensitive-internal-data,[High] Exposed debug.log File at NASA WordPress Subdomain Reveals Sensitive Internal Data,,https://nasa.gov,,5,29 May 2025
/disclosures/f84121aa-4698-4972-b710-e3d2bce32f42/critical-information-exposure-laravel-env-directory-listing-backups,Critical Information Exposure (Laravel .env + Directory Listing + Backups),,,,3,29 May 2025
/disclosures/6d4df4f0-9c07-4253-adf8-b8e532b7e36d/broken-access-control-sensitive-data-exposure,Broken Access Control: Sensitive Data Exposure,,https://nasa.gov,,3,29 May 2025
/disclosures/976f4f72-88b9-43e5-a6c5-b6cb79f1ce84/exposed-git-directory, Exposed .git/ Directory,,https://nasa.gov,,3,29 May 2025
/disclosures/becb15bd-039e-4403-b585-1b8ab536d8c5/expose,expose,,https://nasa.gov,,3,29 May 2025
/disclosures/03d9f77d-beec-4758-a9e6-4fd0c686a429/public-exposure-of-sensitive-credentials-in-github-repository,Public Exposure of Sensitive Credentials in GitHub Repository,,https://usgeo.gov/,,5,28 May 2025
/disclosures/f5df28f7-7740-4eff-933b-de04800a7abd/internal-chat-exposure-and-write-access-to-google-drive-links-present-under-a-forbidden-directory,Internal Chat Exposure and Write Access to Google Drive Links Present Under a Forbidden Directory,,https://nasa.gov,,3,22 May 2025
/disclosures/d67973a0-7e45-455a-882a-9a5bc7a6ba0d/unauthenticated-remote-code-execution-cve-2025-4428,Unauthenticated Remote Code Execution (CVE-2025-4428),,,,2,22 May 2025
/disclosures/c0e34a88-8e9c-4c02-8342-221c08d7d67c/public-access-to-confidential-document-on-nasa-website,Public Access to Confidential Document on NASA Website,,https://nasa.gov,,5,20 May 2025
/disclosures/c64f7541-2bbb-4fa0-825f-d55cb9c3b3d6/publicly-accessible-nasa-log-file-exposes-machine-learning-modules-and-system-paths,Publicly Accessible NASA Log File Exposes Machine Learning Modules and System Paths,,https://nasa.gov,,5,20 May 2025
/disclosures/b5254ea2-278b-49a5-a0d5-b5ce90f75e96/host-header-injection-on-password-reset-functionality-causes-unauthorized-redirect-to-attacker-controlled-domain-where-a-users-could-be-tricked-into-entering-account-credentials-for-account-takeover-or-pii-leak,Host Header Injection on Password-Reset Functionality Causes Unauthorized Redirect to Attacker-Controlled Domain Where a Users Could be Tricked into Entering Account Credentials for Account Takeover or PII Leak,,https://nasa.gov,,5,19 May 2025
/disclosures/5cccd2a5-e92a-4d63-8b6e-791017b0a0a7/open-redirect-vulnerability,Open Redirect Vulnerability,,Any Deutsche Bank Asset,,4,16 May 2025
/disclosures/bd7dd68a-937c-42af-85ff-5dabf2b798b2/leakege-of-senstive-data-and-hijack-sessions,leakege of senstive data and hijack sessions,,Any Deutsche Bank Asset,,5,16 May 2025
/disclosures/4cee66ac-a155-46ec-827f-057c53d94623/sensitive-information-disclosure-modusername-and-system-folder-location,Sensitive Information Disclosure ModUsername and System Folder Location,,Any Deutsche Bank Asset,,5,16 May 2025
/disclosures/52e8528a-0d4b-402d-b5e3-a1d472ebbb60/csrf-vulnerability-allows-attacker-to-deactivate-victim-s-fire-alerts,CSRF Vulnerability Allows Attacker to Deactivate Victim’s Fire Alerts,,https://nasa.gov,,4,14 May 2025
/disclosures/c4b1f9de-aacd-4480-9c92-42be18850e74/full-account-takeover-on-dropbox,Full Account Takeover on Dropbox.,,Dropbox Desktop Application,,2,14 May 2025
/disclosures/df49cf44-de89-4f35-9294-f88d8266aba9/dom-based-non-self-rxss-on-https-nlsi-arc-nasa-gov,DOM-Based Non-Self RXSS On https://nlsi.arc.nasa.gov/,,https://nasa.gov,,3,13 May 2025
/disclosures/2b9050b2-b65e-41f6-b4e5-37baff9910a4/public-exposure-of-internal-calibration-planning-file-on-heasarc-gsfc-nasa-gov-xmm-newton,Public Exposure of Internal Calibration Planning File on heasarc.gsfc.nasa.gov (XMM-Newton),,https://nasa.gov,,5,13 May 2025
/disclosures/b4233894-756a-43cf-a4ef-8ce484278b90/improper-access-control-authenticated-resource-exposed-via-wayback-machine-archive-nasa-sheets-docs,Improper Access Control: Authenticated Resource Exposed via Wayback Machine Archive- Nasa sheets& docs,,https://nasa.gov,,5,13 May 2025
/disclosures/b6c1cd1c-83c2-4974-95ac-81f29003a9c8/exposed-python-script-with-hardcoded-sftp-credentials-internal-ips-and-sensitive-data-access,"Exposed Python Script with Hardcoded SFTP Credentials, Internal IPs, and Sensitive Data Access",,https://nasa.gov,,3,13 May 2025
/disclosures/e31911c3-1c03-4808-94a6-ed7989b37259/unauthorized-login-bypass-malicious-file-upload-sent-delivered-and-executed-in-nasa-target-system,"Unauthorized Login Bypass & Malicious File Upload sent, delivered and executed in NASA target system",,https://nasa.gov,,1,12 May 2025
/disclosures/9355808f-9f75-4631-95fb-b590c0219004/hardcoded-api-key-found-in-public-nasa-github-repository,Hardcoded API Key Found in Public NASA GitHub Repository,,https://nasa.gov,,3,12 May 2025
/disclosures/efc41ef8-b094-4ab5-a958-114e4e8c37f1/reflected-xss-vulnerability-in-sewp-provider-lookup-tool-www-sewp-nasa-gov,Reflected XSS Vulnerability in SEWP Provider Lookup Tool - www.sewp.nasa.gov,,https://nasa.gov,,5,12 May 2025
/disclosures/c31edba5-3898-49ef-aa0d-c9c599d99b48/rxss-in-https-gs614-avdc1-pz-gsfc-nasa-gov,RXSS in (https://gs614-avdc1-pz.gsfc.nasa.gov),,,,3,12 May 2025
/disclosures/f7970417-6ad1-4117-91a8-ce2808438bf0/exif-geolocation-data-not-stripped-in-nasa-cdscc-image-exposure-of-sensitive-location-canberra-deep-space-communication-complex,EXIF Geolocation Data Not Stripped in NASA CDSCC Image - Exposure of Sensitive Location (Canberra Deep Space Communication Complex),,https://nasa.gov,,5,12 May 2025
/disclosures/4912f98e-4110-4c71-b7cb-4a2a242bfa09/reflected-xss-on-esto-nasa-gov-allows-arbitrary-javascript-execution-and-redirection,Reflected XSS on esto.nasa.gov allows arbitrary JavaScript execution and redirection,,https://nasa.gov,,5,12 May 2025
/disclosures/5526a4e8-1679-4e17-adfd-4e1b07b45924/information-disclosure-through-configuration-and-various-logs,Information Disclosure through configuration and various logs,,https://nasa.gov,,5,8 May 2025
/disclosures/a8df025a-8ba6-4f89-9dcf-10c2d66898c8/reflected-xss-allowing-redirection-and-javascript-execution,Reflected XSS allowing Redirection and JavaScript Execution,,https://nasa.gov,,5,2 May 2025
/disclosures/33dc4ae7-c634-4d03-a3e4-07bce52b065c/dom-based-xss-vulnerability-via-console-injection,DOM-Based XSS Vulnerability via Console Injection,,https://scijinks.gov/,,5,2 May 2025
/disclosures/31c0ca28-8f4f-4d3a-999b-e96e87fdc4b9/reflected-xss-on-https-cce-nasa-gov-ocean_biology_biogeochemistry-people-html,Reflected XSS on https://cce.nasa.gov/ocean_biology_biogeochemistry/people.html,,https://nasa.gov,,5,2 May 2025
/disclosures/c3653fe5-8eda-4a24-b7e7-1a0fbd73ca43/an-confidential-pdf-regarding-technical-memorandom,an confidential pdf regarding technical memorandom ,,https://nasa.gov,,5,2 May 2025
/disclosures/2b00197f-a6c2-4e0b-9e6f-5b71c6ae3a75/dom-based-non-self-on-https-sservi-nasa-gov,DOM-Based Non-Self on https://sservi.nasa.gov/,,https://nasa.gov,,3,2 May 2025
/disclosures/70de16fc-f760-4bd0-8dda-445a7b37b13e/possible-public-exposure-of-confidential-document-on-nasa-ntrs,Possible Public Exposure of CONFIDENTIAL Document on NASA NTRS,,https://nasa.gov,,5,2 May 2025
/disclosures/617e4b8f-a8fc-4f93-bb9f-82c84d292d02/stored-xss-in-nasa-asrs-maintenance-form-payload-executes-on-print-page,Stored XSS in NASA ASRS Maintenance Form – Payload Executes on Print Page,,,,5,2 May 2025
/disclosures/eff9438e-476e-4c7c-a68d-1117bd3321af/reusable-token-for-email-update,Reusable Token for Email Update,,https://nasa.gov,,5,2 May 2025
/disclosures/4e1e0c9e-ddbd-4293-a4ab-4fca4779a17c/weak-no-password-policy,Weak/No Password Policy ,,https://nasa.gov,,4,30 Apr 2025
/disclosures/a8836d6b-6f26-462d-9417-151b148bcb0c/javascript-injection-via-redirect-parameter-on-globe-gov-leading-to-potential-dom-xss,JavaScript Injection via Redirect Parameter on globe.gov Leading to Potential DOM XSS,,https://globe.gov/,,5,30 Apr 2025
/disclosures/d7f62eb5-8152-4482-9f84-68c40b7d1825/publicly-accessible-document-contains-top-secret-classification-labeling,Publicly Accessible Document Contains “Top Secret” Classification Labeling,,https://nasa.gov,,5,18 Apr 2025
/disclosures/13e938f6-9461-4280-9c11-3bd217d91cd9/account-take-over-at-https-gitlab-smce-nasa-gov,Account take over at  https://gitlab.smce.nasa.gov/,,,,1,18 Apr 2025
/disclosures/8414f6bd-5eda-463a-86b3-7b855f749a42/account-take-over-at-https-git-smce-nasa-gov, Account take over at https://git.smce.nasa.gov,,,,1,18 Apr 2025
/disclosures/90c13624-addb-4914-b483-caf53ccbf024/predictable-file-id-in-psi-api-leaks-internal-design-documents,Predictable File ID in PSI API Leaks Internal Design Documents,,https://nasa.gov,,3,17 Apr 2025
/disclosures/a5cd0ef0-84ad-44db-a5cf-ceb9ae1c5d40/critical-personal-data-leak-exposed-sensitive-contact-information-of-nasa-usgs-personnel,Critical Personal Data Leak: Exposed Sensitive Contact Information of NASA/USGS Personnel,,https://nasa.gov,,3,17 Apr 2025
/disclosures/b564c052-0e21-448e-9c38-0da86e3b9810/sensitive-data-exposure-restricted-nasa-document-publicly-accessible,Sensitive Data Exposure – Restricted NASA Document Publicly Accessible ,,https://nasa.gov,,1,17 Apr 2025
/disclosures/5d3e2eb6-03b3-4aca-9134-65a367e4c775/broken-link-hijacking-abandoned-social-media-handle-can-be-reclaimed,Broken Link Hijacking: Abandoned Social Media Handle Can Be Reclaimed,,https://nasa.gov,,4,17 Apr 2025
